zone_id,period_start,period_end,supplied_kl,billed_kl,connections,pipe_age_years,pressure_m
SRI-007,2026-08-01,2026-08-31,11726.0,4104.1,861,36,17.6
SRI-008,2026-08-01,2026-08-31,19589.3,10014.7,1651,41,11.4
SRI-009,2026-08-01,2026-08-31,23117.7,14646.5,1767,7,10.8
SRI-010,2026-08-01,2026-08-31,32165.8,18872.3,2567,29,12.0
SRI-011,2026-08-01,2026-08-31,20390.0,9196.0,1519,38,18.0
SRI-012,2026-08-01,2026-08-31,28467.0,13832.9,1958,45,8.3
SRI-013,2026-08-01,2026-08-31,9502.5,3325.9,717,9,17.9
SRI-014,2026-08-01,2026-08-31,29831.6,17231.8,2137,16,15.5
SRI-015,2026-08-01,2026-08-31,7568.4,2648.9,700,29,8.2
SRI-016,2026-08-01,2026-08-31,19611.1,8312.6,1441,29,14.7
SRI-017,2026-08-01,2026-08-31,22139.2,10670.5,1563,35,10.0
SRI-018,2026-08-01,2026-08-31,17631.9,6171.2,1527,45,22.0
SRI-019,2026-08-01,2026-08-31,36132.4,18908.5,2461,20,23.0
SRI-020,2026-08-01,2026-08-31,20472.3,11625.4,1847,8,24.8
SRI-021,2026-08-01,2026-08-31,16473.0,8446.7,1653,12,19.1
SRI-022,2026-08-01,2026-08-31,10237.0,4660.5,940,8,11.3
SRI-023,2026-08-01,2026-08-31,18442.9,11036.1,1633,11,10.0
SRI-024,2026-08-01,2026-08-31,20247.6,12683.1,2010,18,11.3
SRI-025,2026-08-01,2026-08-31,18189.2,8856.0,1444,11,19.2
SRI-026,2026-08-01,2026-08-31,15286.9,6555.2,1450,38,10.1
SRI-027,2026-08-01,2026-08-31,7857.0,2749.9,644,10,21.9
SRI-028,2026-08-01,2026-08-31,21493.6,11073.4,1549,12,18.5
SRI-029,2026-08-01,2026-08-31,26417.8,14473.9,2037,24,20.1
SRI-030,2026-08-01,2026-08-31,6273.8,2195.8,623,6,16.5
SRI-031,2026-08-01,2026-08-31,28772.2,15853.6,2370,26,21.5
SRI-032,2026-08-01,2026-08-31,27478.5,11324.9,1982,42,24.1
SRI-033,2026-08-01,2026-08-31,15572.4,6734.6,1103,10,18.0
SRI-034,2026-08-01,2026-08-31,31666.1,16228.6,2243,28,18.7
SRI-035,2026-08-01,2026-08-31,13934.3,7991.2,1413,8,16.7
SRI-036,2026-08-01,2026-08-31,32615.1,16388.5,2402,40,11.5
SRI-037,2026-08-01,2026-08-31,15409.4,5393.3,1094,43,22.0
SRI-038,2026-08-01,2026-08-31,20020.8,10834.7,1515,13,20.8
SRI-039,2026-08-01,2026-08-31,20229.4,10214.9,1363,20,9.4
GHA-001,2026-08-01,2026-08-31,15513.4,6499.8,1361,13,14.7
GHA-002,2026-08-01,2026-08-31,11435.4,4002.4,891,9,25.5
GHA-003,2026-08-01,2026-08-31,33529.3,17087.3,2441,23,11.5
GHA-004,2026-08-01,2026-08-31,15908.9,5568.1,1333,38,21.3
GHA-005,2026-08-01,2026-08-31,17493.1,8716.8,1740,14,9.8
GHA-006,2026-08-01,2026-08-31,12580.3,4884.0,1097,17,8.4
GHA-007,2026-08-01,2026-08-31,13725.4,4803.9,1259,41,14.2
GHA-008,2026-08-01,2026-08-31,18075.2,7700.8,1324,10,10.6
GHA-009,2026-08-01,2026-08-31,14698.0,5144.3,1090,41,17.8
GHA-010,2026-08-01,2026-08-31,9232.3,3231.3,895,28,21.8
GHA-011,2026-08-01,2026-08-31,8821.6,3087.6,922,43,24.8
GHA-012,2026-08-01,2026-08-31,9059.7,3170.9,900,31,18.3
GHA-013,2026-08-01,2026-08-31,12746.5,4461.3,926,6,12.1
GHA-014,2026-08-01,2026-08-31,25604.0,10969.7,2055,43,15.4
GHA-015,2026-08-01,2026-08-31,8236.7,2882.8,834,16,11.9
GHA-016,2026-08-01,2026-08-31,32933.9,14852.3,2369,31,25.6
GHA-017,2026-08-01,2026-08-31,15574.9,5451.2,1465,35,21.9
GHA-018,2026-08-01,2026-08-31,16035.0,5784.7,1151,28,9.4
GHA-019,2026-08-01,2026-08-31,18755.5,6564.4,1287,36,10.0
GHA-020,2026-08-01,2026-08-31,8861.0,3101.3,645,11,19.4
GHA-021,2026-08-01,2026-08-31,20083.3,8148.9,1595,38,12.0
GHA-022,2026-08-01,2026-08-31,9799.3,3429.8,682,6,25.9
GHA-023,2026-08-01,2026-08-31,12552.7,4393.4,848,11,19.1
GHA-024,2026-08-01,2026-08-31,9165.5,3207.9,852,38,21.2
GHA-025,2026-08-01,2026-08-31,16282.6,6951.0,1327,27,9.5
GHA-026,2026-08-01,2026-08-31,30010.5,19233.9,2598,8,24.5
GHA-027,2026-08-01,2026-08-31,19260.6,8424.6,1451,33,16.8
GHA-028,2026-08-01,2026-08-31,34352.9,21280.0,2541,12,15.7
GHA-029,2026-08-01,2026-08-31,30216.4,15036.2,2094,17,22.1
GHA-030,2026-08-01,2026-08-31,11752.8,4113.5,892,13,24.4
GHA-031,2026-08-01,2026-08-31,23930.9,12765.7,2440,31,9.3
GHA-032,2026-08-01,2026-08-31,9865.6,3453.0,695,37,14.8
GHA-033,2026-08-01,2026-08-31,13101.0,4585.3,1145,39,20.8
GHA-034,2026-08-01,2026-08-31,28032.8,14960.9,2413,7,25.5
GHA-035,2026-08-01,2026-08-31,20175.8,8428.1,1417,9,20.8
GHA-036,2026-08-01,2026-08-31,29327.5,12139.7,2229,40,23.7
GHA-037,2026-08-01,2026-08-31,35714.0,17791.5,2392,34,10.7
DHA-001,2026-08-01,2026-08-31,10074.3,3526.0,909,43,16.4
DHA-002,2026-08-01,2026-08-31,15131.7,5296.1,1575,45,21.0
DHA-003,2026-08-01,2026-08-31,30360.0,13981.6,2468,26,18.3
DHA-004,2026-08-01,2026-08-31,25864.3,13238.2,2554,15,25.8
DHA-005,2026-08-01,2026-08-31,13459.1,5267.9,1043,6,17.3
DHA-006,2026-08-01,2026-08-31,20359.4,8133.5,1996,41,20.9
DHA-007,2026-08-01,2026-08-31,22349.6,11456.8,2088,16,15.7
DHA-008,2026-08-01,2026-08-31,10349.6,3622.4,1081,30,18.9
DHA-009,2026-08-01,2026-08-31,18343.1,8298.8,1837,9,23.3
DHA-010,2026-08-01,2026-08-31,14644.8,6852.1,1494,18,15.9
DHA-011,2026-08-01,2026-08-31,26559.5,13098.9,1908,9,25.5
DHA-012,2026-08-01,2026-08-31,19628.6,6983.4,1375,33,15.6
DHA-013,2026-08-01,2026-08-31,38260.3,21806.3,2572,29,12.3
DHA-014,2026-08-01,2026-08-31,8122.5,2842.9,696,38,16.9
DHA-015,2026-08-01,2026-08-31,10325.2,3613.8,741,37,15.8
DHA-016,2026-08-01,2026-08-31,24611.5,13424.7,2557,25,23.8
DHA-017,2026-08-01,2026-08-31,19714.6,10682.4,1745,20,9.4
DHA-018,2026-08-01,2026-08-31,21708.8,10974.4,2165,41,10.5
DHA-019,2026-08-01,2026-08-31,24750.4,9062.6,1900,45,21.0
DHA-020,2026-08-01,2026-08-31,10009.4,3503.3,1034,21,14.3
DHA-021,2026-08-01,2026-08-31,11022.5,4973.6,1083,6,8.3
DHA-022,2026-08-01,2026-08-31,8985.6,3145.0,764,44,14.0
DHA-023,2026-08-01,2026-08-31,11958.9,4185.6,830,43,8.4
DHA-024,2026-08-01,2026-08-31,34193.8,20029.0,2495,11,23.5
DHA-025,2026-08-01,2026-08-31,26180.5,9289.2,1931,41,24.0
DHA-026,2026-08-01,2026-08-31,28295.4,12414.8,2321,38,17.0
DHA-027,2026-08-01,2026-08-31,20169.5,9920.6,1575,11,19.1
DHA-028,2026-08-01,2026-08-31,22241.5,11920.9,1503,19,14.4
DHA-029,2026-08-01,2026-08-31,17195.9,6044.7,1245,30,11.0
DHA-030,2026-08-01,2026-08-31,24361.1,11946.8,1780,23,19.3
DHA-031,2026-08-01,2026-08-31,23360.9,12116.6,2332,31,10.4
DHA-032,2026-08-01,2026-08-31,9841.3,4167.7,984,8,11.4
DHA-033,2026-08-01,2026-08-31,28909.1,12549.9,2575,43,14.0
DHA-034,2026-08-01,2026-08-31,23710.9,12813.7,2124,7,23.0
DHA-035,2026-08-01,2026-08-31,23129.9,11237.2,2028,32,12.3
DHA-036,2026-08-01,2026-08-31,23802.1,12070.0,1663,17,17.0
DHA-037,2026-08-01,2026-08-31,22864.1,8661.9,1744,39,23.9
AUR-001,2026-08-01,2026-08-31,13797.9,5878.2,1339,19,8.2
AUR-002,2026-08-01,2026-08-31,29436.7,14851.7,2482,39,10.9
AUR-003,2026-08-01,2026-08-31,15959.4,6141.5,1397,16,21.4
AUR-004,2026-08-01,2026-08-31,32714.2,13482.6,2490,31,22.9
AUR-005,2026-08-01,2026-08-31,22004.3,7701.5,1626,43,14.9
AUR-006,2026-08-01,2026-08-31,30789.7,16239.2,2231,27,10.4
AUR-007,2026-08-01,2026-08-31,37920.5,18614.5,2546,39,14.8
AUR-008,2026-08-01,2026-08-31,13773.7,4820.8,1216,31,22.8
AUR-009,2026-08-01,2026-08-31,20563.4,8069.6,1511,33,13.3
AUR-010,2026-08-01,2026-08-31,8557.8,4360.3,748,27,21.3
AUR-011,2026-08-01,2026-08-31,17569.6,6149.4,1174,39,12.2
AUR-012,2026-08-01,2026-08-31,25479.7,16576.1,2286,7,11.3
AUR-013,2026-08-01,2026-08-31,33146.0,18199.5,2433,17,19.4
AUR-014,2026-08-01,2026-08-31,24390.4,9126.2,1636,25,23.2
AUR-015,2026-08-01,2026-08-31,15307.3,5357.6,1041,35,16.4
AUR-016,2026-08-01,2026-08-31,12159.8,4255.9,979,31,13.0
AUR-017,2026-08-01,2026-08-31,31610.8,19506.8,2306,15,11.9
AUR-018,2026-08-01,2026-08-31,13682.4,5651.0,1194,24,8.6
AUR-019,2026-08-01,2026-08-31,28200.8,14346.9,2374,33,22.3
AUR-020,2026-08-01,2026-08-31,28745.3,15945.9,2331,12,10.3
AUR-021,2026-08-01,2026-08-31,9113.1,3189.6,844,45,24.7
AUR-022,2026-08-01,2026-08-31,17230.5,6030.7,1495,31,24.7
AUR-023,2026-08-01,2026-08-31,18553.9,7432.5,1581,28,15.6
AUR-024,2026-08-01,2026-08-31,13956.1,7862.5,1425,16,11.1
AUR-025,2026-08-01,2026-08-31,24077.8,15264.6,2320,7,14.0
AUR-026,2026-08-01,2026-08-31,24222.4,10421.7,2009,43,24.9
AUR-027,2026-08-01,2026-08-31,15255.0,7748.5,1434,9,9.3
AUR-028,2026-08-01,2026-08-31,23480.3,11493.7,1575,17,8.3
AUR-029,2026-08-01,2026-08-31,31525.3,16275.7,2303,44,10.5
AUR-030,2026-08-01,2026-08-31,18926.5,7565.8,1289,9,22.8
AUR-031,2026-08-01,2026-08-31,9612.3,3364.3,761,7,22.3
AUR-032,2026-08-01,2026-08-31,24662.0,16985.4,2592,11,9.2
AUR-033,2026-08-01,2026-08-31,8867.0,3103.4,660,43,21.5
AUR-034,2026-08-01,2026-08-31,19735.1,6907.3,1524,29,19.8
AUR-035,2026-08-01,2026-08-31,26700.8,12125.3,2094,27,20.9
AUR-036,2026-08-01,2026-08-31,19245.1,8112.0,1582,25,17.5
AUR-037,2026-08-01,2026-08-31,16781.1,6587.5,1259,29,18.4
VAR-001,2026-08-01,2026-08-31,13253.6,5298.9,1227,13,14.1
VAR-002,2026-08-01,2026-08-31,15239.3,5333.8,1161,35,9.9
VAR-003,2026-08-01,2026-08-31,7951.5,2783.0,659,22,16.1
VAR-004,2026-08-01,2026-08-31,26244.1,13180.1,1824,22,10.8
VAR-005,2026-08-01,2026-08-31,21388.8,7486.1,1540,44,23.9
VAR-006,2026-08-01,2026-08-31,10576.6,3701.8,972,14,20.0
VAR-007,2026-08-01,2026-08-31,18859.7,8085.7,1861,12,23.8
VAR-008,2026-08-01,2026-08-31,19327.1,9229.0,1501,18,10.0
VAR-009,2026-08-01,2026-08-31,17413.1,7888.9,1532,19,17.2
VAR-010,2026-08-01,2026-08-31,32853.7,17823.1,2319,41,11.4
VAR-011,2026-08-01,2026-08-31,9329.8,3265.4,692,38,18.8
VAR-012,2026-08-01,2026-08-31,28208.4,14403.0,2258,38,23.4
VAR-013,2026-08-01,2026-08-31,8345.4,2920.9,743,11,19.3
VAR-014,2026-08-01,2026-08-31,34471.3,15589.1,2456,36,25.6
VAR-015,2026-08-01,2026-08-31,17403.3,8042.3,1551,41,8.8
VAR-016,2026-08-01,2026-08-31,35652.4,16439.5,2481,29,13.1
VAR-017,2026-08-01,2026-08-31,24943.1,8730.1,2146,35,25.6
VAR-018,2026-08-01,2026-08-31,14786.4,5225.9,1309,13,25.0
VAR-019,2026-08-01,2026-08-31,12031.3,4211.0,1058,21,12.7
VAR-020,2026-08-01,2026-08-31,10307.6,3607.7,863,39,22.1
VAR-021,2026-08-01,2026-08-31,21153.4,7403.7,1680,45,18.7
VAR-022,2026-08-01,2026-08-31,32199.3,20399.9,2180,15,14.3
VAR-023,2026-08-01,2026-08-31,20313.4,7952.1,1792,36,22.7
VAR-024,2026-08-01,2026-08-31,8848.3,3096.9,845,42,15.3
VAR-025,2026-08-01,2026-08-31,24321.9,11544.7,1663,33,9.8
VAR-026,2026-08-01,2026-08-31,29426.0,15450.6,2016,21,8.7
VAR-027,2026-08-01,2026-08-31,25824.9,15080.8,2286,11,11.5
VAR-028,2026-08-01,2026-08-31,11103.1,3886.1,1077,44,12.2
VAR-029,2026-08-01,2026-08-31,20560.9,9448.8,1747,21,17.1
VAR-030,2026-08-01,2026-08-31,15101.6,5285.6,1038,32,13.7
VAR-031,2026-08-01,2026-08-31,25813.5,11285.1,1778,14,19.1
VAR-032,2026-08-01,2026-08-31,9327.0,3264.4,878,45,12.8
VAR-033,2026-08-01,2026-08-31,18780.3,7716.0,1791,38,18.9
VAR-034,2026-08-01,2026-08-31,8462.9,4635.9,629,26,9.1
VAR-035,2026-08-01,2026-08-31,23489.6,13560.4,1588,17,12.9
AMR-001,2026-08-01,2026-08-31,8598.4,3009.4,745,12,11.6
AMR-002,2026-08-01,2026-08-31,18682.0,8987.1,1934,30,12.8
AMR-003,2026-08-01,2026-08-31,28530.6,15253.8,2045,17,20.7
AMR-004,2026-08-01,2026-08-31,19732.8,9170.9,2032,37,10.2
AMR-005,2026-08-01,2026-08-31,14237.8,4983.2,1076,30,16.6
AMR-006,2026-08-01,2026-08-31,7731.8,2706.1,725,23,12.3
AMR-007,2026-08-01,2026-08-31,14126.6,4944.3,991,7,23.0
AMR-008,2026-08-01,2026-08-31,21788.1,11560.4,1628,43,13.0
AMR-009,2026-08-01,2026-08-31,14022.2,4907.8,1288,34,20.8
AMR-010,2026-08-01,2026-08-31,11732.6,4403.5,1082,23,10.2
AMR-011,2026-08-01,2026-08-31,15698.1,8484.1,1535,10,8.5
AMR-012,2026-08-01,2026-08-31,16620.6,5817.2,1440,44,16.6
AMR-013,2026-08-01,2026-08-31,18793.0,10018.4,1875,18,9.9
AMR-014,2026-08-01,2026-08-31,27603.6,10077.0,2043,39,16.2
AMR-015,2026-08-01,2026-08-31,19111.9,8509.8,1380,17,17.7
AMR-016,2026-08-01,2026-08-31,33730.3,21129.2,2568,20,10.7
AMR-017,2026-08-01,2026-08-31,16291.7,7798.2,1444,14,9.0
AMR-018,2026-08-01,2026-08-31,11382.2,4306.8,1118,31,11.6
AMR-019,2026-08-01,2026-08-31,15668.0,6876.4,1370,33,9.6
AMR-020,2026-08-01,2026-08-31,10717.8,3751.2,930,26,20.0
AMR-021,2026-08-01,2026-08-31,23549.7,11472.4,1925,7,25.8
AMR-022,2026-08-01,2026-08-31,10678.6,3737.5,955,23,24.2
AMR-023,2026-08-01,2026-08-31,9165.3,3207.9,672,17,12.6
AMR-024,2026-08-01,2026-08-31,11540.4,4039.1,902,25,10.9
AMR-025,2026-08-01,2026-08-31,21823.0,11737.9,1779,7,16.3
AMR-026,2026-08-01,2026-08-31,28382.3,16317.0,2332,17,8.5
AMR-027,2026-08-01,2026-08-31,28155.4,18306.6,2100,7,11.8
AMR-028,2026-08-01,2026-08-31,8566.4,2998.2,753,43,8.6
AMR-029,2026-08-01,2026-08-31,28251.1,14222.3,2357,29,23.0
AMR-030,2026-08-01,2026-08-31,12423.3,4947.2,1180,12,21.7
AMR-031,2026-08-01,2026-08-31,18257.1,8251.8,1730,32,15.7
AMR-032,2026-08-01,2026-08-31,24824.0,12738.3,2463,34,10.0
AMR-033,2026-08-01,2026-08-31,21710.6,9103.1,1783,36,17.5
AMR-034,2026-08-01,2026-08-31,13109.9,5698.1,1009,14,25.8
AMR-035,2026-08-01,2026-08-31,19804.0,9508.8,1655,26,22.8
AMR-036,2026-08-01,2026-08-31,35130.7,17885.2,2396,24,15.8
AMR-037,2026-08-01,2026-08-31,14848.9,5197.1,1123,43,12.8
VIJ-001,2026-08-01,2026-08-31,23319.9,12688.2,2042,7,14.7
VIJ-002,2026-08-01,2026-08-31,16238.3,7445.8,1538,10,23.2
VIJ-003,2026-08-01,2026-08-31,14479.1,5067.7,1245,43,9.7
VIJ-004,2026-08-01,2026-08-31,9351.9,3273.2,810,22,10.1
VIJ-005,2026-08-01,2026-08-31,12479.0,4367.6,1038,16,21.0
VIJ-006,2026-08-01,2026-08-31,13937.4,5560.5,1137,8,21.8
VIJ-007,2026-08-01,2026-08-31,16159.2,5772.3,1086,9,24.3
VIJ-008,2026-08-01,2026-08-31,24710.9,11082.5,1815,16,22.0
VIJ-009,2026-08-01,2026-08-31,11424.7,3998.6,765,8,13.2
VIJ-010,2026-08-01,2026-08-31,18918.4,6622.4,1312,27,17.9
VIJ-011,2026-08-01,2026-08-31,23298.7,11857.5,1565,26,9.5
VIJ-012,2026-08-01,2026-08-31,26402.2,12520.1,1853,34,11.4
VIJ-013,2026-08-01,2026-08-31,25610.3,16262.0,2433,10,16.2
VIJ-014,2026-08-01,2026-08-31,25207.6,13467.0,1795,6,17.6
VIJ-015,2026-08-01,2026-08-31,23383.2,11434.6,1813,6,25.4
VIJ-016,2026-08-01,2026-08-31,33554.6,17905.8,2239,24,21.2
VIJ-017,2026-08-01,2026-08-31,11719.6,4101.9,878,38,15.9
VIJ-018,2026-08-01,2026-08-31,14635.5,5122.4,1258,44,12.6
VIJ-019,2026-08-01,2026-08-31,13451.8,4708.1,1118,38,19.3
VIJ-020,2026-08-01,2026-08-31,22745.6,9511.5,2118,33,15.9
VIJ-021,2026-08-01,2026-08-31,7628.0,2669.8,650,44,22.3
VIJ-022,2026-08-01,2026-08-31,9909.0,3772.7,845,7,15.1
VIJ-023,2026-08-01,2026-08-31,18190.7,6413.3,1698,34,23.3
VIJ-024,2026-08-01,2026-08-31,17724.2,7862.5,1505,27,20.3
VIJ-025,2026-08-01,2026-08-31,9445.0,3305.8,920,44,16.7
VIJ-026,2026-08-01,2026-08-31,27332.2,17928.3,2597,7,18.8
VIJ-027,2026-08-01,2026-08-31,13099.4,5770.8,1258,22,12.7
VIJ-028,2026-08-01,2026-08-31,18216.5,11181.7,1843,9,11.4
VIJ-029,2026-08-01,2026-08-31,9709.9,3398.5,792,36,22.6
VIJ-030,2026-08-01,2026-08-31,22851.6,12768.9,2329,8,22.9
VIJ-031,2026-08-01,2026-08-31,12846.7,4794.5,1047,24,9.4
VIJ-032,2026-08-01,2026-08-31,10487.3,3670.6,831,37,21.4
VIJ-033,2026-08-01,2026-08-31,30534.3,15256.1,2298,42,8.5
VIJ-034,2026-08-01,2026-08-31,19367.8,7945.5,1391,21,9.3
RAN-001,2026-08-01,2026-08-31,18714.3,6885.5,1505,20,22.9
RAN-002,2026-08-01,2026-08-31,19912.8,10617.5,2011,12,19.3
RAN-003,2026-08-01,2026-08-31,25311.3,12660.9,2314,23,19.8
RAN-004,2026-08-01,2026-08-31,21624.0,9952.1,1732,25,9.0
RAN-005,2026-08-01,2026-08-31,11306.2,3957.2,811,30,22.0
RAN-006,2026-08-01,2026-08-31,17313.3,8057.3,1382,6,17.0
RAN-007,2026-08-01,2026-08-31,14985.9,7241.8,1534,20,9.2
RAN-008,2026-08-01,2026-08-31,14687.3,5140.6,1260,36,18.4
RAN-009,2026-08-01,2026-08-31,26335.8,14561.5,2016,16,13.9
RAN-010,2026-08-01,2026-08-31,24392.9,11814.9,1849,15,24.5
RAN-011,2026-08-01,2026-08-31,16474.1,8037.9,1557,20,13.9
RAN-012,2026-08-01,2026-08-31,22348.7,10769.9,1593,15,10.0
RAN-013,2026-08-01,2026-08-31,22421.3,11784.5,1537,7,14.8
RAN-014,2026-08-01,2026-08-31,18932.3,10869.3,1510,6,11.1
RAN-015,2026-08-01,2026-08-31,13942.6,4879.9,947,37,16.0
RAN-016,2026-08-01,2026-08-31,13867.7,5978.6,1290,30,8.3
RAN-017,2026-08-01,2026-08-31,25839.7,12089.6,2277,28,18.2
RAN-018,2026-08-01,2026-08-31,25999.2,17159.3,2295,9,13.7
RAN-019,2026-08-01,2026-08-31,22516.6,12399.9,1790,10,11.2
RAN-020,2026-08-01,2026-08-31,28255.6,16682.6,2070,14,8.8
RAN-021,2026-08-01,2026-08-31,28541.8,18631.7,2441,15,8.5
RAN-022,2026-08-01,2026-08-31,11625.1,4196.8,1057,24,8.7
RAN-023,2026-08-01,2026-08-31,16548.1,7337.5,1705,33,9.2
RAN-024,2026-08-01,2026-08-31,24224.5,11703.6,1781,30,10.8
RAN-025,2026-08-01,2026-08-31,17945.6,7256.7,1442,24,20.2
RAN-026,2026-08-01,2026-08-31,21464.2,10426.8,2084,7,15.8
RAN-027,2026-08-01,2026-08-31,10143.1,3550.1,903,34,8.9
RAN-028,2026-08-01,2026-08-31,13458.9,6077.8,1346,19,16.4
RAN-029,2026-08-01,2026-08-31,26536.5,12353.5,1892,20,13.0
RAN-030,2026-08-01,2026-08-31,11065.3,3872.9,850,14,12.6
RAN-031,2026-08-01,2026-08-31,11562.3,4046.8,926,39,14.3
RAN-032,2026-08-01,2026-08-31,27156.5,12912.2,2387,33,8.8
RAN-033,2026-08-01,2026-08-31,8338.9,2918.6,667,25,18.1
RAN-034,2026-08-01,2026-08-31,28933.2,16570.4,2444,15,17.5
RAN-035,2026-08-01,2026-08-31,31311.2,16573.8,2279,23,24.6
RAN-036,2026-08-01,2026-08-31,20258.2,7090.4,1410,42,19.2
JAB-001,2026-08-01,2026-08-31,31018.7,16096.5,2210,16,23.3
JAB-002,2026-08-01,2026-08-31,10720.9,3752.3,995,9,10.2
JAB-003,2026-08-01,2026-08-31,17276.5,6459.3,1405,21,23.1
JAB-004,2026-08-01,2026-08-31,30528.7,14535.0,2192,38,13.9
JAB-005,2026-08-01,2026-08-31,7570.2,3533.5,655,13,11.1
JAB-006,2026-08-01,2026-08-31,22251.4,12218.2,2228,24,9.1
JAB-007,2026-08-01,2026-08-31,15672.4,6328.2,1185,8,24.1
JAB-008,2026-08-01,2026-08-31,13254.2,4639.0,972,33,18.5
JAB-009,2026-08-01,2026-08-31,23799.0,9975.8,2466,44,24.7
JAB-010,2026-08-01,2026-08-31,32733.3,14596.7,2219,39,12.7
JAB-011,2026-08-01,2026-08-31,20173.3,7060.7,1411,36,21.7
JAB-012,2026-08-01,2026-08-31,25279.6,13882.8,2285,11,19.4
JAB-013,2026-08-01,2026-08-31,29703.1,18574.3,2224,20,8.8
JAB-014,2026-08-01,2026-08-31,33460.3,14657.7,2242,38,22.1
JAB-015,2026-08-01,2026-08-31,18637.2,7378.9,1759,45,19.8
JAB-016,2026-08-01,2026-08-31,21213.6,11119.0,2013,25,22.4
JAB-017,2026-08-01,2026-08-31,6540.5,2289.2,601,11,15.2
JAB-018,2026-08-01,2026-08-31,18360.9,6426.3,1229,36,15.0
JAB-019,2026-08-01,2026-08-31,22655.8,11019.2,2209,42,11.7
JAB-020,2026-08-01,2026-08-31,24176.4,11699.5,2342,36,20.1
JAB-021,2026-08-01,2026-08-31,11023.5,4334.6,1016,27,9.1
JAB-022,2026-08-01,2026-08-31,30691.9,18845.8,2472,6,11.8
JAB-023,2026-08-01,2026-08-31,30167.8,19423.0,2313,11,11.8
JAB-024,2026-08-01,2026-08-31,36738.6,22081.7,2473,31,11.3
JAB-025,2026-08-01,2026-08-31,31614.4,17031.1,2435,39,9.6
JAB-026,2026-08-01,2026-08-31,15929.6,5575.4,1087,21,21.1
JAB-027,2026-08-01,2026-08-31,23418.0,9338.8,2084,42,25.7
JAB-028,2026-08-01,2026-08-31,26181.0,14296.3,1972,32,12.0
JAB-029,2026-08-01,2026-08-31,16421.2,7441.6,1186,22,11.2
JAB-030,2026-08-01,2026-08-31,26806.5,15054.3,2122,22,16.6
JAB-031,2026-08-01,2026-08-31,27595.9,14462.2,2225,9,21.2
JAB-032,2026-08-01,2026-08-31,20017.6,8620.5,1426,18,20.4
JAB-033,2026-08-01,2026-08-31,21947.9,7797.0,1982,43,18.1
JAB-034,2026-08-01,2026-08-31,21314.1,9747.3,1898,21,21.6
JAB-035,2026-08-01,2026-08-31,21597.1,9292.4,1683,27,24.9
PRA-001,2026-08-01,2026-08-31,16969.3,6136.3,1640,40,8.6
PRA-002,2026-08-01,2026-08-31,15946.6,5581.3,1083,27,11.2
PRA-003,2026-08-01,2026-08-31,23973.1,10438.6,2113,30,22.7
PRA-004,2026-08-01,2026-08-31,23923.1,11444.3,1770,8,24.7
PRA-005,2026-08-01,2026-08-31,14588.6,5820.7,1091,7,16.1
PRA-006,2026-08-01,2026-08-31,17970.3,8097.3,1855,34,12.5
PRA-007,2026-08-01,2026-08-31,8075.1,2826.3,808,38,13.5
PRA-008,2026-08-01,2026-08-31,25581.2,8953.4,1706,37,21.9
PRA-009,2026-08-01,2026-08-31,24447.3,14881.3,2290,15,12.6
PRA-010,2026-08-01,2026-08-31,19812.5,10573.4,1490,14,12.2
PRA-011,2026-08-01,2026-08-31,18702.2,8873.1,1445,8,25.9
PRA-012,2026-08-01,2026-08-31,22821.4,8980.4,1770,35,16.9
PRA-013,2026-08-01,2026-08-31,15802.2,6307.4,1352,25,9.9
PRA-014,2026-08-01,2026-08-31,16509.7,6547.3,1263,20,14.3
PRA-015,2026-08-01,2026-08-31,12582.6,4403.9,969,39,19.5
PRA-016,2026-08-01,2026-08-31,15032.4,6809.1,1338,17,20.8
PRA-017,2026-08-01,2026-08-31,12864.6,4502.6,1222,40,20.9
PRA-018,2026-08-01,2026-08-31,6739.2,2358.7,639,35,21.5
PRA-019,2026-08-01,2026-08-31,27377.3,11739.6,2053,30,23.9
PRA-020,2026-08-01,2026-08-31,19901.0,8011.6,1351,28,24.2
PRA-021,2026-08-01,2026-08-31,8422.1,2947.7,802,11,18.0
PRA-022,2026-08-01,2026-08-31,13647.9,5342.7,1034,20,13.5
PRA-023,2026-08-01,2026-08-31,10797.6,3779.2,1079,37,24.1
PRA-024,2026-08-01,2026-08-31,18892.0,11996.9,1844,9,14.3
PRA-025,2026-08-01,2026-08-31,22671.3,10816.8,1585,24,23.4
PRA-026,2026-08-01,2026-08-31,32442.9,18955.6,2293,20,15.3
PRA-027,2026-08-01,2026-08-31,20359.8,7833.2,1708,35,18.3
PRA-028,2026-08-01,2026-08-31,16730.2,6049.6,1393,25,19.1
PRA-029,2026-08-01,2026-08-31,24312.4,11905.0,1827,27,19.9
PRA-030,2026-08-01,2026-08-31,30736.5,14062.9,2137,32,19.7
PRA-031,2026-08-01,2026-08-31,7821.7,2737.6,781,41,13.3
PRA-032,2026-08-01,2026-08-31,25211.7,15795.2,2089,6,13.2
PRA-033,2026-08-01,2026-08-31,22661.2,9536.8,1811,31,22.4
PRA-034,2026-08-01,2026-08-31,23904.2,12248.0,2135,37,11.9
PRA-035,2026-08-01,2026-08-31,29618.0,12843.2,2009,31,16.4
VIS-001,2026-08-01,2026-08-31,11890.6,4161.7,1241,19,19.7
VIS-002,2026-08-01,2026-08-31,11180.4,3913.1,789,14,21.8
